selection_scope,repeat,model,target,best_params_json,optimization_mean_MAE,MAE,RMSE,R2,MedAE,Q90_AE,Q95_AE,Max_AE,n_samples
frozen_training_partition_only,2,Ridge,LUMO,"{""alpha"": 273.77653285195896}",0.1344832102550651,0.1414745771779182,0.2872886104653025,0.8209352629126421,0.07626349755321149,0.2715631876357265,0.35408871734712544,1.6710267604012294,45
frozen_training_partition_only,3,Ridge,LUMO,"{""alpha"": 273.77653285195896}",0.1344832102550651,0.12090676952356305,0.17332305437082796,0.920573606618541,0.07719891920839705,0.3147812023146669,0.3710773589076269,0.57371438821469,45
frozen_training_partition_only,4,Ridge,LUMO,"{""alpha"": 273.77653285195896}",0.1344832102550651,0.13790725705288145,0.19079344223823638,0.9330274894616976,0.10196580853457127,0.30864057031175707,0.379143294953396,0.5615465160888631,45
frozen_training_partition_only,5,Ridge,LUMO,"{""alpha"": 273.77653285195896}",0.1344832102550651,0.13726432834657493,0.18158920777355653,0.9227625254529879,0.10889173995540757,0.3279276787904068,0.3541807152111279,0.5328289497187413,45
frozen_training_partition_only,1,ElasticNet,LUMO,"{""alpha"": 0.04966371986205367, ""l1_ratio"": 0.804134553632161}",0.13731081782153443,0.1412780860612808,0.286933158987435,0.8363170683097,0.08705441232568623,0.23902114479311595,0.34261643876080383,1.6934911859945299,45
frozen_training_partition_only,2,ElasticNet,LUMO,"{""alpha"": 0.04966371986205367, ""l1_ratio"": 0.804134553632161}",0.13731081782153443,0.1422163570558622,0.29132484425121197,0.8158684123761637,0.08942019078468388,0.33817510856145916,0.3544568148906474,1.6955183517186416,45
frozen_training_partition_only,3,ElasticNet,LUMO,"{""alpha"": 0.04966371986205367, ""l1_ratio"": 0.804134553632161}",0.13731081782153443,0.12851322329290538,0.1798512101957017,0.9144777922014264,0.08834753471189472,0.3132654962827938,0.4067345880340065,0.5808235269226425,45
frozen_training_partition_only,4,ElasticNet,LUMO,"{""alpha"": 0.04966371986205367, ""l1_ratio"": 0.804134553632161}",0.13731081782153443,0.13844959469976872,0.18935413571435714,0.9340341318499836,0.11248004045977988,0.32645869033598984,0.3658690427977982,0.5462631903478702,45
frozen_training_partition_only,5,ElasticNet,LUMO,"{""alpha"": 0.04966371986205367, ""l1_ratio"": 0.804134553632161}",0.13731081782153443,0.13609682799785477,0.17346324305775745,0.9295204827673774,0.10793620704004425,0.2916077362897605,0.3379741388685258,0.49927932861440993,45
frozen_training_partition_only,1,KernelRidge,LUMO,"{""alpha"": 0.6434067694148241, ""gamma"": 0.05002253264316172}",0.12962015624025075,0.12685002154187414,0.2680050282546345,0.8572001339517425,0.055504657120465345,0.21904958394244833,0.3135524067070184,1.5904196630843153,45
