outer_fold,repeat_id,split_id,model,target,MAE,RMSE,R2,MedAE,Q90_AE,Q95_AE,Max_AE,n_samples,best_params_json,best_inner_score,energy_target_mode,weight_scheme
5,1,5,RandomForest,Final Energy,1170.2318240821423,1786.548662055044,0.12695877293544833,728.2353041215704,2546.506927086013,4609.690153061093,5987.726100154823,43,"{""n_estimators"": 888, ""max_depth"": 8, ""min_samples_split"": 2, ""min_samples_leaf"": 2, ""max_features"": ""sqrt""}",2142.1658740414646,delta_energy_per_atom,none
5,1,5,RandomForest,delta_energy_per_atom,10.05940643799712,15.521110485306853,-1.268596518505563,5.400698548192352,24.401132324994162,33.71804473407117,57.57428942456561,43,"{""n_estimators"": 888, ""max_depth"": 8, ""min_samples_split"": 2, ""min_samples_leaf"": 2, ""max_features"": ""sqrt""}",2142.1658740414646,delta_energy_per_atom,none
5,1,5,RandomForest,Final Energy,1090.328188387349,1634.0649351701586,0.26962874243655144,679.5273196985308,2445.6847278105934,4178.495801736382,5163.140771058042,43,"{""n_estimators"": 203, ""max_depth"": 9, ""min_samples_split"": 2, ""min_samples_leaf"": 3, ""max_features"": ""log2""}",2012.0574532548073,delta_energy_per_atom,soft
5,1,5,RandomForest,delta_energy_per_atom,9.008051269665128,13.457881225223836,-0.7055523830703956,5.497748717900244,18.702726970173796,30.164326276888993,47.49596552335051,43,"{""n_estimators"": 203, ""max_depth"": 9, ""min_samples_split"": 2, ""min_samples_leaf"": 3, ""max_features"": ""log2""}",2012.0574532548073,delta_energy_per_atom,soft
5,1,5,RandomForest,Final Energy,803.7012353949051,1124.674385627407,0.6540138923027323,636.1009936956725,1643.5768556137334,2545.010374643029,3673.3013136939144,43,"{""n_estimators"": 473, ""max_depth"": 3, ""min_samples_split"": 2, ""min_samples_leaf"": 3, ""max_features"": ""log2""}",1902.5092037019422,delta_energy_per_atom,robust
5,1,5,RandomForest,delta_energy_per_atom,6.61219023491959,9.34130619061172,0.17827425121283158,4.855798698766215,15.504855905874683,20.397054934265686,29.99855401459333,43,"{""n_estimators"": 473, ""max_depth"": 3, ""min_samples_split"": 2, ""min_samples_leaf"": 3, ""max_features"": ""log2""}",1902.5092037019422,delta_energy_per_atom,robust
5,1,5,XGBoost,Final Energy,980.6458293438028,1535.4910410115576,0.3550892351371784,566.589346239934,2561.9040444523275,4009.8694056448044,4787.838629037471,43,"{""n_estimators"": 988, ""max_depth"": 8, ""learning_rate"": 0.001410181627209986, ""subsample"": 0.943661884158896, ""colsample_bytree"": 0.7007730750212061, ""min_child_weight"": 2, ""reg_alpha"": 2.8003427788464167e-05, ""reg_lambda"": 4.335313172800349, ""gamma"": 3.121169623293102e-05}",2015.312704281821,delta_energy_per_atom,none
5,1,5,XGBoost,delta_energy_per_atom,7.578576606303248,11.640898335435821,-0.27609989585789907,5.034073709271613,20.83253820326333,30.21187102162279,38.81972557031121,43,"{""n_estimators"": 988, ""max_depth"": 8, ""learning_rate"": 0.001410181627209986, ""subsample"": 0.943661884158896, ""colsample_bytree"": 0.7007730750212061, ""min_child_weight"": 2, ""reg_alpha"": 2.8003427788464167e-05, ""reg_lambda"": 4.335313172800349, ""gamma"": 3.121169623293102e-05}",2015.312704281821,delta_energy_per_atom,none
5,1,5,XGBoost,Final Energy,847.1959700377778,1275.1216084574182,0.5552578784531059,609.6107543549438,1571.231921931626,2635.291425450161,4399.292311866838,43,"{""n_estimators"": 369, ""max_depth"": 5, ""learning_rate"": 0.0011667171595065797, ""subsample"": 0.9778653914396019, ""colsample_bytree"": 0.8537470848147668, ""min_child_weight"": 2, ""reg_alpha"": 1.0298726189433389e-07, ""reg_lambda"": 4.2349695552779885, ""gamma"": 1.430613147781926e-06}",1927.5951036813424,delta_energy_per_atom,soft
5,1,5,XGBoost,delta_energy_per_atom,6.3412015080279875,9.350216736846795,0.1767058372633653,4.372995377562461,12.262875836896114,21.781138523061045,36.05977304808883,43,"{""n_estimators"": 369, ""max_depth"": 5, ""learning_rate"": 0.0011667171595065797, ""subsample"": 0.9778653914396019, ""colsample_bytree"": 0.8537470848147668, ""min_child_weight"": 2, ""reg_alpha"": 1.0298726189433389e-07, ""reg_lambda"": 4.2349695552779885, ""gamma"": 1.430613147781926e-06}",1927.5951036813424,delta_energy_per_atom,soft
5,1,5,XGBoost,Final Energy,761.9860528294023,1229.2006312980761,0.5867140876033621,481.45270353769865,1275.4278651833283,2743.1049569443007,4755.343604286271,43,"{""n_estimators"": 304, ""max_depth"": 5, ""learning_rate"": 0.0010304338749417517, ""subsample"": 0.7079220646266161, ""colsample_bytree"": 0.835884096961932, ""min_child_weight"": 1, ""reg_alpha"": 4.90164643507464e-06, ""reg_lambda"": 0.0020423201517346746, ""gamma"": 4.833108889897868e-05}",1900.4337748546407,delta_energy_per_atom,robust
5,1,5,XGBoost,delta_energy_per_atom,5.8114995313204325,9.207783029621915,0.20159759832562607,3.5752541905077777,9.925086682843377,21.50786283298829,38.97822626464156,43,"{""n_estimators"": 304, ""max_depth"": 5, ""learning_rate"": 0.0010304338749417517, ""subsample"": 0.7079220646266161, ""colsample_bytree"": 0.835884096961932, ""min_child_weight"": 1, ""reg_alpha"": 4.90164643507464e-06, ""reg_lambda"": 0.0020423201517346746, ""gamma"": 4.833108889897868e-05}",1900.4337748546407,delta_energy_per_atom,robust
5,1,5,LinearRegression,Final Energy,2529.0954197805495,3785.4101208656566,-2.9195023614414812,1503.472884433551,6816.944464691519,8330.454954678507,12595.165826719522,43,{},3252.857758920084,delta_energy,none
5,1,5,LinearRegression,delta_energy,2529.095419780549,3785.410120865656,-3.10840605946594,1503.472884433551,6816.94446469152,8330.454954678507,12595.165826719522,43,{},3252.857758920084,delta_energy,none
5,1,5,Ridge,Final Energy,1798.5926340517958,2390.993109515429,-0.5637297605742706,1463.3178451359336,3181.663325995489,4756.109002035946,8202.333296573837,43,"{""alpha"": 23.115857821423077}",3222.483403025642,delta_energy,none
5,1,5,Ridge,delta_energy,1798.5926340517958,2390.993109515429,-0.6390950256623478,1463.3178451359336,3181.663325995489,4756.109002035945,8202.333296573837,43,"{""alpha"": 23.115857821423077}",3222.483403025642,delta_energy,none
